Mod Name;Author;Description;Versions;Is Latest;Latest Commit;Latest Download
Human Penis Balls Fix;SongJo;※ Description - Fixes vanilla human penis that dos not support balls size feature when flaccid. - supports Hypertus mod - very early and experimental mod, so im not sure which other mods it may be incompatible with.  ※ (fix1) - fixed issue that  game couldn't load penis tscn file and crashes game.;2;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/HumanPenisBallsFix.zip
Snows Barbed Canine Penis;SnowboundStar;It's a canine penis with barbs on it!  this was my first attempt at making a mod, felt like I learned some stuff, shouldn't break anything but let me know if it does  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/SnowsBarbedCaninePenis.png]Click for Preview[/url];1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/SnowsBarbedCaninePenis.zip
Simple Rename;Noro;Simple mod that allows you to change your name through "me" menu. Sometimes your name doesn't fit your character anymore...;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/SimpleRename_v1.0.zip
SneakUpTease;keerifox;Adds an alternate interaction upon meeting a guard, engineer or a nurse in an off-limits cell. In this diverging outcome, the trespassing inmate is not immediately detected, and is presented with an opportunity to sneak up on staff. Occasionally, while exploring the space prison, you may also find yourself on the receiving end of this encounter.  - Wearing loud restraints increases the detection rate. On the other paw, wearing staff uniform may trick pawns that have low perception.  - Explicit interactions require successfully enticing the creature into submission. Failing that, available options are limited to playful teasing (which is valid).  - You may edit the files to sidestep consent play, it's fiction and I'm not here to police it. Do note that it's a core mechanic and an intended way to experience the mod.  - There are some branching paths as well as modular dialogues, with the hope to keep each encounter a little more distinct and tailored to some of the character attributes.  Compatibility `/Game/InteractionSystem/Interactions/CaughtOffLimits.gd` is overridden to allow a detour into the alternate interaction, and to include two methods to compute its chances. Any other file is a new addition and shouldn't cause conflicts as long as the filenames are unique.  [color=#CCE4FF]source code[/color] – [url=https://git.frisk.space/keerifox/BDCC-SneakUpTease]git.frisk.space[/url] [color=#B9B9B9]or[/color] [url=https://github.com/keerifox/BDCC-SneakUpTease]github[/url] [color=#FFCCEA]personal website[/color] – [url=https://keeri.place]keeri.place[/url] [color=#FFCCEA]<3[/color];13;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/SneakUpTease.zip
NpcDefaultsOverride;NotNix;Lets you customize dynamic NPCs. Override NPC personalities, default affection and lust, and configure fetishes and kinks. NPC relationships can be locked to prevent decay. Also allows for setting NPC level and stats and forcing NPCs to not have clothes (ignores inmate collars). Compatibility: Requires FoxLib. Please @ me if you run into any issues with the mod and I will respond whenever I can.  v0.3.0 Changelog: Large overhaul to allow for customization in the main menu rather than through editing the mod files directly using FoxLib. Added ability to set and clamp NPC level and stats as well as the ability to remove NPC clothes by default.;3;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/NpcDefaultsOverrideV0.3.zip
An Apple A Day;Selinoccino;Adds an exciting new use for apples, in the form of using them to gain buffs (mostly a joke mod). Take an apple to Dr. Quinn to get started.  Changelog:Changelog: -Added apple cream pies, whose quality depends on that of the cream used. -Added the ability to knock down your opponents with your apple throws through a perk. -Added the ability to cook in your cell. Store a few apples there to get started (this one was a headache and a half to get working). Version 1.5.4: Added back the ability to provide homemade cream (this can also serve as an example of adding your own buttons/options/states to CraftingLib's base workbench scene) CraftingLib is no longer required, using it with AAAD will give you access to stoves and apple-related recipes, as before, and not using it just disables that Version 1.5.5: Fixed a crash if you didn't have CraftingLib loaded. Now it really is optional.  Please tell me if you find any issues, and enjoy!;6;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/AnAppleADay_1.5.5.zip
SongsUncutPenises;SongJo;※ Description  - adds 4 human penises with foreskin (2 long, 2 short) - all penises shares the same flaccid model - the short variants will not spawn with NPCs - compatible with Balls Extra and Hypertus mods  +Feel free to @ me if anything's not right  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/SongsUncutPenis.png]Click for Preview[/url];1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/SongsUncutPenis_v0.8.zip
Snows Womb Tattoos;SnowboundStar;Added a Virility womb tattoo pill, for all the studs out there!  Changelog: The Tattoos now show up on your body! However to do this they are now technically clothes and are in the BDSM menu, you can still force them on people but it acts like a restraint instead of a pill. Also! I added a new Tattoo that absolutely tanks your Fertility and Virility, don't know who wants that but I figured it'd be good to cover the bases And! they can now be bought from the medical vending machine  And credit where it is due, I ripped the tattoo off of Azazels skin from the Issix Mod if Bork has a problem with that then I will try to make my own, I'll probably still try regardless I just wanted to get this out there  v2.1:quick update changed the clothing slot of the tattoos from "unique" to a brand new Womb Tattoo slot!   [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/SnowsWombTattoos.png]Click for Preview[/url];4;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/SnowsWombTattoos.zip
Bad Apples;Master Lorian;Makes Aggressive prisoners more likely to target other inmates and the player. Trigger chance is influenced by personality, level, exposure, and relationship. You'll need to choose whether to befriend them, avoid them, or grow strong enough to turn the tables. The impact can range from minimal to fairly substantial, depending on the strength and temperament of the inmates present.  Changelog:  -Added support for the new relationships: Friends, owners and even nemesis(they have other plans) won't try to assault you. -Added easy to understand logs that explain what is happening. -Fixed some issues caused by the update. -Adjusted the aggression to be slightly higher. ;2;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/BadApples.zip
Friendly Ask For Pill;StrayX;I just grew tired about beating up my friends for the transformative pill tasks. This mod allows you to ask for pill to any npc with 'Friend' status, then you could either pay credits (reduced by affection) or have sex (with enough lust) to just peacefully got your pill;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/FriendlyAskForPill.zip
Sensitivity Pill;Khurum;Introduces a pill that adds 40% sensitivity to all the character's sexual zones. Sold in medical vendromat.;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/SensitivityPill.zip
Anons Sheathed Human Penis;Anon, Avery Winters;Human penis with a sheath on it. Similar to the update by Winter 'Eira without overwriting the base human penis. COMPATIBILITY: Hypertus & BallsExtra CHANGELOG: removed some unnescessary code from the BallsExtra Compat that was causing missing penis errors. NOTE: @ Me or make a thread if anything is broken. There is a [url=https://ko-fi.com/averyshobbies]Kofi link[/url] if anyone wants to show financial appreciation for my time.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/AnonsSheathedHumanPenis.png]Click for Preview[/url];4;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/AnonsSheathedHumanPenisV1.3.zip
Generic NPC Portrait Replacer;Lucci, Moldy Tub;Art (minus the horse) by MoldyT   Replaces the human-looking generic NPC portait with species-specific versions. Covers all base game species.  UPDATE: new portraits: Goat, Protogen, Raccoon, Rat, Red Panda  Mod Species -- with thier own portrait: bat, sgoat, protogen, raccoon, rat, redpanda, shark, skulldog  Mod Species -- that reuse existing ones: easterndragon, kobold, nightstalker, possum, puro, seahorse, snake, squirrel, synth  For unsupported mod species, portrait will default to a generic furry.  For modders, you can open Module.gd for instructions on how to customize your species' generic portrait. Using either an existing one from this mod or you own art.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/GenericNpcPortraitReplacer.png]Click for Preview[/url];3;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/GenericNpcPortraitReplacerVer2.1.0.zip
Frivolous's Gender Pills;Frivolous;Adds pills that change the gender of characters. They are sold by the medical vendomat. They will not work on static characters like Rahi and Tavi.  Version 1.0.1: - Made it so pills stack in inventory during combat;2;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/FrivolousGenderPill.zip
UwuSpeak;Selinoccino;Adds a starting perk that allows you to speak like those internet catfolk. Configurable with FoxLib (which isn't required), which can allow you to make NPCs and the player use UwuSpeak under some conditions, or change how UwuSpeak affects your speech.  Version 1.3: - Added an optional fix for static characters' lust after battle. - Added options regarding strictness of eligibility conditions.  go speak bottom now :3  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/UwuSpeak.png]Click for Preview[/url];4;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/UwuSpeak_v1.3.zip
Heat and Behavior Traits;Ellie Nibbles;This mod provides species-specific effects. A significant amount of work has been done to migrate to the new code. The effects in this mod now have three states: Stable, It's Heat, and Tired. The effects depend on the current genitalia set and breast size, covering seven different combos, which opens up extensive possibilities for adding gender-specific behavior in the future. - Not all species have migrated to the new code yet (~40% complete). - Expands the status system, adding special effects for over 60 standard, modified, and duplicated species (e.g., ID "deer" and "Deer"). - Effects can be stronger in Heat and weaker in Tired. - Starting trait "Permanent Heat" - Effects still need to be balanced and lored. - Anyone can suggest changing icon colors, images, and effects in different states, or request to make the transition earlier for a specific species. - Currently updated species (Species not mentioned use the old code for now): Alendi, Ariral, Avali, Avian, Bat, Bovine, Canine, Charizard, Cow, Deer, Demon, Dragon, Elf, Equine, Feline, Goat, Human, Ice Jogauni, Kobold, Mew, Nano Android, Possum, Protogen, Rabbit, Raccoon, Rat, Red Panda, Shark, Sheep, South Sergal, Squirrel, Synth;4;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/HeatAndBehaviorTraits.zip
Permanent Marker Sex Menu;Khurum;Allows player to choose specific zone and text for the permanent sub bodywritings during sex scenes, similar to how it works with drawing on self from the inventory.   ¡This mod rewrites basegame bodywriting sex activity file, if an update makes any changes to it, something will likely break!;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/PermMarkerSexMenu.zip
lightnigh's Power Armor;lightnigh, CanInBad;Adds power armor and accommodated helmet. Currently only obtainable via cheats.  Attached is R1  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/SugerrSpeciesPack.png]Click for Preview[/url];1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/PowerArmorR1.zip
No Futa;Foreman;Change all Futa static charaters to female still in beta so might still mention penis on these characters and animations might look weird without them having penis  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/NoHerm.png]Click for Preview[/url];63;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/NoHermBeta1ArticaUpdate.zip
Mirri breed fix;Foreman;Should make it so Mirri can get pregnant after reaching the final rank;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/MirriHeat.zip
Frivolous's Bigger Girl Cocks;Frivolous;Makes any static girl NPC with a cock larger. By default they are scaled to 150% size but if you have FoxLib, you can change the scaling in Mod Options.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/FrivolousBiggerGirlCocks.png]Click for Preview[/url];1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/FrivolousBiggerGirlCocks.zip
Piercings Mod;Noro;Adds customizable version of Risha piercings for player character and NPCs, sold in medical vendomat. You can choose what specific parts of the set you want to see on your character. They're dyeable too.  [b]Currently supports following mods[/b]: Eiras Trash Species, Anons Skulldog Species, Anons Base Species Expansion, Sugerør's Character Parts*, Scaile Expansion 2.1, Sergal Species v0.9.  For yet unsupported species game chooses random model upon equipping - so you could possibly try to make some of them fit.  Changelog:  • added ability for NPCs to purchase face piercings for themselves (only supported species).  ___ * without newly refined dragon heads, they will get supported in a future version  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/PiercingsMod.png]Click for Preview[/url];7;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/PiercingsMod_v1.3.zip
Anons Aquatic Species;Anon, Avery Winters;CREDIT: Original by Anon, Bodywriting by Lucci DESCRIPTION: Packaged the Shark Species and the seahorse species under one mod since they share a body to minimise duplicating parts unnessecarily. COMPATABILITY: Hypertus, WintersTaperedPenises CHANGELOG: Fixed an incorrect ID in the Tapered Penises compat files NOTE: @ me or make a thread if anything is broken. There is a [url=https://ko-fi.com/averyshobbies]Kofi link[/url] if anyone wants to show financial appreciation for my time.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/AnonsAquaticSpecies.png]Click for Preview[/url];7;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/AnonsAquaticSpeciesV1.5.zip
Purple's Slugcats;Purplexion;Adds anthropomorphic slugcats from Rain World, with some extra customization for more slugcat representation. Changelog: minor fix to the tails (would detach from the body in certain sex poses)  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/PurplesScugs.png]Click for Preview[/url];2;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/PurplesScugs0.04.zip
Keyholders Galore;Cheeseball;Keyholders Galore is a small tweak mod that makes SlutLocks function the same way as the standard keyholder lock.  Right now, TightLocks are still using their original, item-based behavior. Changing them cleanly to a keyholder-style system is a bit above this mod’s current scope, but anyone who knows how to do it is very welcome to tinker with the files or send instructions so it can be integrated in a future update.  Special thanks to Kaio (creator of KeysMod) for allowing the use of their mod as a base template for this project!  Current Features - SlutLocks now behave like keyholder locks (single NPC keyholder logic). - SlutLock is renamed to Submission Lock.  Planned Features - Rework TightLocks to use keyholder style functionality instead of purely item-based unlocking. - Add options for players to adjust the chance of specific smart locks appearing, instead of the current forced keyholder lock behavior. - Deeper integration and compatibility improvements with KeysMod. - Allow for the option to have multiple keyholders for one keyholder lock (ex: Require keys from 3 NPCs to unlock a keyholder lock);1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/KeyholdersGalore.zip
SongsHoofySpecies;SongJo;※ Description  - Adds 3 new species: Cow, Deer, Goat. - Adds some horns, hoofs, tails, ears that are shared by these three species. - Cows will spawn with equine penis by default - (if SongsVanillaParts mod is active, "Horse penis alt" will set by default) - Deer and goats will spawn with human penis by default - (if SongsVanillaParts mod is active, Deer can get "Horse penis alt") - Compatible mods: Hypertus, Racebonus  ※ Deer and Bovine mods - The original Deer and Bovine mods by Avery Winters were incorporated in this mod, so you can select the parts from those mods with my cows and deer species, and also these species can spawn with those parts, except for the head and hoofs parts. - As the Incorporation, i kept the original Deer and Bovine species in this mod, so you can select those species and also don’t have to worry about your ongoing or past characters that used those species. However, these two species won’t spawn as a random NPC anymore to prevent confusion.  ※ Update [0.9.4] - Added 2 new deer antlers (Credits to GwendiWendi)  [i]+Feel free to share your thoughts with me about the mod[/i]  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/SongsHoofySpecies.png]Click for Preview[/url];8;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/SongsHoofySpecies_v0.9.4.zip
Sugerør's Character Parts;Sugerør;Adds more stuff for character creation. If you notice any issues just yell at me ^^ New: - 7 new hairstyles - 2 new dragon heads, horns and ears - 1 new canine head and ear  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/SugerrCharacterParts.png]Click for Preview[/url];5;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/SugerrCharacterPartsV1.3.zip
Frivolous's Fluid Refill Pills;Frivolous;Adds pills to the Medical vendomat that refill breasts and balls to their maximum capacity. They cost 10 credits each.;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/FrivolousFluidRefillPills.zip
DroneSuit/PowerLoom Mod Test;JokeMysterious;After Mari released a powerful in-game outfit creator (props to you dude), I wanted to test the waters. So here, the first, and rudimentary, mod created with PowerLoom, a basic dronesuit!  Is found in the medical vendomat, and can be bought for 1000 credits.;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/DroneSuitTest.zip
PowerLoom Lite;Mari;  PowerLoom is a modding tool that enables anyone to create clothes without any coding knowledge, simply follow one of the drawing templates, import the PNGs and create a mod!  You can also edit the characteristics of each clothing you make, such as: name, buffs, price, tags, plus a few more.  Current features: 	- Saving/Loading projects 	- JSON Editor 	- Script Editor 	- Model Editor 	- Support for front and back body parts 	- Auto-Mirror (Can mirror front parts and arms) 	- Support for each Leg type, Hand type (fists) and Arm type* 	- 3 PNG Layers 	- Layer offsets ("3D" clothes)  Notes: 	- Arms will NOT automatically adjust to the wearer's arm type (Code is there, Rahi just needs to update the game) 	- This is a Lite version, meaning that it uses SceneBase as it's foundation so everything uses buttons or textboxes 	- A real GUI is on my ToDo list (I still have to figure out how to actually create GUIs so it might take a while) 	- I was lazy so I didn't test if 'Dyeable' option works  Please DM 'mari_1950' on discord for any help, suggestion or bug, thanks!   Update Log:  Alpha3 	- Fixed Buffs not getting registered 	- Removed PowerLoom dependency  Alpha2 	- Fixed 0 byte files in PowerLoom folder 	- Delete the folder manually to create new files  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/PowerLoom.png]Click for Preview[/url];3;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/PowerLoom.zip
Hypertus Species Compatibility Layers;CanInBad;Hypertus is required for this mod to function. This mod will replace species based on installed mods. This mod replaces the following species:  # Vanilla    - Canine  - Demon  - Dragon  - Equine  - Feline  - Human  # Modded    - Ampwave  - Avali  - Avian  - Bird  - Bovine  - Crow  - Deer  - Eastern Dragon  - Espeon  - Gryphon  - Hippogriff  - Houndoom  - Kobold  - Laquine  - Leafeon  - Lopunny  - Lucario  - Nightstalkers  - Protogen  - Rabbit  - Racoon  - Rat  - Seahorse  - Sergal  - Shark  - Skullwolf  - Snake  - Sylveon  - Synth  - Treenuts  - Wickerbeast  # Changelog  * changed allowed skins for hyperable human.;6;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/HypertusSpeciesCompatibilityLayersR3-1.zip
Hypertus;CanInBad; [b]WARNING: This contains hyper stuff, if you dislike it then leave[/b]  Hypertus adds hyper-sized bodyparts (breast, penises, vagina, and anus.) to BDCC, along with several new features!  These features include: * New skill tree and perks. Get bonuses as your hyper bodyparts grow! * Go beyond vanilla size limits. Dicks as big as a person! Or even larger! * NPC support! (Requires additional mod - Hypertus Species Compatibility Layers) * Compatible with several modded species and bodyparts! (see list below) - Synth Bodyparts - Fluffy Bodyparts - Avali Species Bodyparts - Ace's Aviary Addon Bodyparts - Trans Scar Chest - Crow Species Bodyparts - Deer Species Bodypart - Knotted Horse Cock - Barbed Equine Penis - Spined Dragon Penis  If you have any feedback send it in ⁠mods-discussion and ping me, or open an issue on [url=https://github.com/CanInBad/HypertusMod/issues]github[/url]. # Changelog + change metadata to newer version. + change checking editor logic, only meant to load stuff when in editor only as the mod is shipped without those files. + change description. Thanks lucci1138. [url=https://github.com/CanInBad/HypertusMod/issues/10]#10[/url] * fixes not able to buy the raygun with no hyperable breast or penis [url=https://github.com/CanInBad/HypertusMod/issues/21]#21[/url];27;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/HypertusR6-5.zip
DatapackCharacterToPlayer;MOONHALO;Allows you to use characters from datapacks as the player character on a new save  v2.0: - Moved all functionality into a module. Conflicts with updates to the character creator are far less likely moving forward. - Personality and fetish previews now display as text descriptions, instead of their raw numerical values - FIXED: A refactor to the fetish system published in 0.1.10 caused issues with importing newer datapack characters in newer versions. The mod should now work across now all versions up to 0.1.12;4;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/DatapackCharacterToPlayer.zip
ClothingRevamp;bringlebangul;The actions to displace clothes such as 'open shirt' can now be applied by selecting a worn item in the inventory screen. This applies to all uniforms & underwear (that you can get without cheats). Each action has new visuals to go along with it. Clothing items which share textures - like 'sporty' items - have been given their own appearance (e.g. stripes), to better distinguish them.  Features: -Worn clothing items can now be shifted to expose chest or privates. Clothing state is managed by selecting equipped items from the inventory. -This hooks into the battle tease actions, so exhibitionist requirements and exp apply. -Adds new models for 'lace' and 'sporty' variants of undergarments to better distinguish them. -Adds new models for inmate uniforms and underwear for the shifted aside states. -Clothing that is damaged enough to expose privates can't be shifted, because it's pointless and also cuts down the number of model states I have to make. -Compatible with 'MoreUniforms' uniforms. -NPC doms have a 10% chance to shift clothing instead of removing it during sex. -Can shift clothes during sex, may lead to strange-looking graphics in some positions (haven't tested all)  Changelog 1.4: -Hard-coded exceptions for MoreUniforms shirtonly and shortsonly uniforms, which uniquely use the 'body' slot but use the itemstate for underwear. -CheckRemoved now checks if the item is removed or covers any bodyparts, so doms shouldn't get mad if you shift instead of remove an item when ordered. -Should fix npcs getting stuck in infinite loop when trying to undress. -Added compatibility for MoreUniforms cowprint underwear.  Planned: Come up with some NPC logic that decides when to remove and when to shift aside. Maybe add a reduced effect of the exhibitionist perks when fully exposed but not nude?;5;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/ClothingRevamp1.4.zip
StruggleLust;bringlebangul;Currently, there's old code in the struggling scene that would prevent struggling at max lust. This mod simply enables it. When at max lust, all struggle options will be grayed out and the option to masturbate appears.;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/StruggleLust.zip
Uniforms+ | Surgeon Scrubs;JokeMysterious;Some nurses need more proper gear... Uniforms+ is a (hopeful) series of upgraded/special uniforms of the faculty of the BDCC. To start, a set of green surgeon scrubs, gloves, feet covers, and an apron.  Because of how PowerLoom works, I'm afraid to add new import images with the chance I'll lose my previous work. So enjoy this for now, it will be used in some projects.;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/SurgeonScrubs.zip
Cum On Self;Material Defender;Allows the player to cum on themselves during masturbation and in combat (though if in combat will lose the encounter), should only be available if the player has either a penis or vagina and is either in the cell or in public with 3+ exhibitionism (only tested with both parts and higher exhibitionism)   UPDATE 1.1: fixed an edge case where if player has a total of more than 100% instant cum generation, can cause the player to pretend to have 0% instant cum generation instead. NOTE: can happen with the vanilla Cum option.;2;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/CumOnSelf1.1.zip
Frivolous Popup Ads;Frivolous;Have you ever thought 'God, BDCC is too nice. I wish it had annoying pop up ads'? Well, fear not. Now you can experience that. No sugarcoating it: This mod adds popup ads. There is a scene when you exit your cell that provides some lore and then that's it. Every 12 in-game minutes you will get ads.  The ads are downloaded from e621 and displayed. The list is curated, so you don't need to worry about being jumpscared by anything gross. If e621 is blocked for whatever reason where you live then I'm sorry. The dream of pop-up ads will remain just that, a dream.   [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/FrivolousPopupAds.mp4]Click for Video Preview[/url];1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/FrivolousPopupAds.zip
FoxedBDCC;Fox2Code;Add more feature to BDCC using FoxLib (Note: Don't forget to download FoxLib to use this mod)  For now it only add one end game skills in the fertility tab  This mod is the reason why I made FoxLib, and felt bad uploading FoxLib without a mod that uses it too;5;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/FoxedBDCC_v0.1.0.zip
