Mod Name;Author;Description;Versions;Is Latest;Latest Commit;Latest Download
Equines+;AverageAce;An attempt to improve the look of the horses and equines of the game by cleaning up and editing the various heads  NOT A REPLACER!, the new heads are new bodyparts with a higher spawn rate. Any NPC with an old horse head will keep the old look, same for existing datapack NPCs **!**  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/EquinesPlusPreview.png]Click for preview[/url];2;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/Equines+Ver0.9.zip
Max Mod;AverageAce;My Plan for World Domination continues and today we have another updated mod from old times. If you've played Max Mod before all of that is the same, but now with a new look and more sex.  Version 2 update comes with a major looks overhaul for Max and his Uniform (Check out the More Uniforms Mod btw).  You can now also have The Sex with Max (5 different scenes worth).  Be sure to yell at me for all the typos and bugs I missed. And make sure it's the scenes I wrote.  [b]Fixed some more outdated code causing crashes[/b] [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/maxpreview.png]Click for Preview[/url];3;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/MaxModV2.2.zip
Plantigrade Paw replacer;AverageAce;In my on-going effort to just flat out remove humans from the game, I have gone ahead and replaced the terrible human feet legs with paws. This is a replacer, so any existing NPC will use the new legs. You should also probably disable humans from your spawn lists and datapacks. [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/PlantigradePawReplacer.png]Click for Preview[/url];1;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/PlantigradePawReplacer.zip
Synth Species;AverageAce;The robot lizard species, Originally made by Vader-San. Comes with a new species and a whole lot of new bodyparts.  [b]Version 2[/b]: Added a whole bunch of new things over the last few months. Dick Skins, New parts, and some other stuff. -Synths have been divided into 2 separate species in an attempt to decrease the amount of NPCS that look like complete shit, one with set parts and another with custom parts. A bit messy but whatever. Rip Hypertus compatibility once again. -Various under the hood fixes as well as more attempts to decrease NPCs looking like shit -If my notes are correct, all the various synth dicks should have a variety of skins now -New Bodyparts: Broken synth head, Synth Hooves, Industrial Synth Legs, and a few more im forgetting, probably... -Lore:  I tried out something new, I added a quick little lore scene somewhere in the game. The first species mod to have lore in game I believe.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/SynthMod.png]Click for Preview[/url];7;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/SynthModVer2.zip
Ariral Species;AverageAce;Credit (and apologies) to Mr.Dr.Nose as creator of the ariral species and Voices of The Void.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/AriralSpecies.png]Click for Preview[/url];1;False;e83f31b16afa0262ad3595532f9d6a5c52090451;https://raw.githubusercontent.com/Alexofp/BDCCMods/e83f31b16afa0262ad3595532f9d6a5c52090451/mods/AriralSpecies.zip
Ace's Pregnancy Expansion Mod;AverageAce;Best Kink Mod gets more content. Some new scenes, Some altered scenes. Look at the changes list for all of them. Still very early, and this is my first time writing whole new scenes  [b]!!This mod will be incompatible with any other mod that changes the same files. This includes the Nova Sub Training Mod!![/b] Hey. This is a quick patch for Preg Expac. Mainly it patches missing visible cumshots on the Artica Update. Also it adds a new Alex scene and teases another. You can see all the changes below  Risha: -In the gym scene will have a few alternate lines(Updated V2) -Giving Risha a handjob will have a few alternate lines (Updated V2) -If the player is locked in the stocks and Risha shows up to get her dick sucked, she will mention her pregnancy.  Eliza Quinn: -Eliza gets Pregnancy Descriptions if you oogle her in the 'appearance' tab, with two variants for pregnancy and being late into pregnancy -Asking Eliza about her 'Best Mom' coffee mug gives a different if functionally same response if Eliza is pregnant -Has an additional line if Eliza is pregnant and the player is strapped into the milking pumps  Eliza Quinn (Experiments/MentalWard content): -The Mental Ward Shower scene has some new lines if the player is pregnant -The First Ghost hands scene has a few alternative lines if the player is pregnant, and lactating -The Second Ghost hands scene has a few alternative lines if the player is pregnant  Nova: -Nova can petplay the player if she is pregnant, the player giving Nova a BJ after the petplay has a few alternate lines mentioning the pregnancy -Nova's 'appearance' tab has an alternative line if she is heavily pregnant  Rahi: -The belly rub reward scene will mention if Rahi is pregnant, with a variant for being heavily pregnant  Alex: -If the player is pregnant you can tell Alex he is gonna be a father -You can cuddle up with Alex if you told him he is gonna be a father -You can get free snacks from Alex while pregnant. They dont do anything though, its just fluff. -There is a tease for Alex milking content  Jacki: -Got a number of small alternate lines if she is pregnant. With ideas for scenes teased.  MISC: -New Status Effect when any character is ready to give birth. Large Debuffs while doubling milk production.;3;False;e7dc460744f97a767211648a07e09b88c81be5fe;https://raw.githubusercontent.com/Alexofp/BDCCMods/e7dc460744f97a767211648a07e09b88c81be5fe/mods/AcePregExpacVer0.6.zip
Ace's Pregnancy Expansion Mod - Soft Nova Sub Training;AverageAce;[b]Combines the content from Preg Expac and Nova Sub mod into one mod, imcompatible with both original mods[/b];1;False;e7dc460744f97a767211648a07e09b88c81be5fe;https://raw.githubusercontent.com/Alexofp/BDCCMods/e7dc460744f97a767211648a07e09b88c81be5fe/mods/AcePregExpacVer0.6-NovaSub.zip
Winters Pokemon Collection (Eevee, Jolteon & Flareon);Avery Winters;Was originally intended to be a grouped mod for all the eeveelutions updated for skins and colours but pending crashing project has to be started over from scratch and will be updated as each species is finished. Included: Eevee & Jolteon & Flareon Credit: Original Mods by Eurygrey  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/WintersPokemonCollection.png]Click for Preview[/url];1;False;6380a2360968619f45d0419b7ff82d8c9dd04b0e;https://raw.githubusercontent.com/Alexofp/BDCCMods/6380a2360968619f45d0419b7ff82d8c9dd04b0e/mods/WintersPokeCollectionV0.3.zip
Winters Pokemon Collection (Eevee & Jolteon);Avery Winters;Was originally intended to be a grouped mod for all the eeveelutions updated for skins and colours but pending crashing project has to be started over from scratch and will be updated as each species is finished. Included: Eevee & Jolteon Credit: Original Mods by Eurygrey  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/WintersPokemonCollection.png]Click for Preview[/url];1;False;86cc007e15f12cb11bfbb1fc6776575a4ad13791;https://raw.githubusercontent.com/Alexofp/BDCCMods/86cc007e15f12cb11bfbb1fc6776575a4ad13791/mods/WintersPokemonCollectionV0.2.zip
Winters Pokemon Collection (EEVEE ONLY);Avery Winters;Was originally intended to be a grouped mod for all the eeveelutions updated for skins and colours but pending crashing project has to be started over from scratch and will be updated as each species is finished. @ me in mods discussion if anything is broken. Included: Eevee Credit: Original Mods by Eurygrey  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/WintersPokemonCollection.png]Click for Preview[/url];1;False;0281bed0bbd65a5ec7e155e8972e2aeefbcdbfed;https://raw.githubusercontent.com/Alexofp/BDCCMods/0281bed0bbd65a5ec7e155e8972e2aeefbcdbfed/mods/WintersPokemonCollectionV0.1.zip
Equine Penis Collection;Avery Winters;A grouped mod for the various equine penis mods in a single file with skin support for almost all skins on each option. Will create a duplicate entry of the deer penis if using the deer mod shrug  Additionally thanks to @Raznaak will no longer add cocks to NPC's that shouldnt have them. (also Raznaak this should be the most up to date copy of the various dicks for any tweaks you were gonna make to them)  also @AverageAce, Unofficial HeadAdmin your mods are dope so i packaged them for my own use, (you wanted to be alerted for Ego boosts <3)  Note: mostly just posting this in case Raznaak is gonna be tweaking this shit in case it helps reduce their workload, otherwise this is intended for my use so the ID's are probably different from the individual mods which might fuck with Hyper mod...  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/EquineCollection.png]Click for Preview[/url];1;False;ab9872a8ebe3cba704eafa7d8d4fa27518f64f93;https://raw.githubusercontent.com/Alexofp/BDCCMods/ab9872a8ebe3cba704eafa7d8d4fa27518f64f93/mods/EquineCollection.zip
Synth Species (Breed Edition);AverageAce;The robot lizard species, Originally made by Vader-San. Comes with a new species and a whole lot of new bodyparts. 3 penis types, 6 tail types, 6 arm types and more. [b]Updated for the Alex Update, fixes some new things added, and the return of bald synths[/b] [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/SynthSpeciesPreview.png]Click for Preview[/url] Breed Edition: Lets Male/Shemale npcs spawn with asswombs;3;False;f4bc49e5316cb4e837d2fab4b3c3e4a8f1a5f39d;https://raw.githubusercontent.com/Alexofp/BDCCMods/f4bc49e5316cb4e837d2fab4b3c3e4a8f1a5f39d/mods/SynthModVer1.3-B.zip
Max-Maxou weapon vender;Fantos (Code), Max-Maxou (Idea/Graphics), Zaxon Rapial (Scenes);Adds Max to the game as a weapons vender, He'll sell shivs, pipes and upgrade shock batons, There is a quest to get an armor. (update: remade the portraits) [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/maxpreview.png]Click for Preview[/url];7;False;e4895012dd75dfee78f864f30cf3d9815f718c3d;https://raw.githubusercontent.com/Alexofp/BDCCMods/e4895012dd75dfee78f864f30cf3d9815f718c3d/mods/Max_mod.zip
PartOrientPicker;CanInBad;Mainly for mod developers but users are required to install this if there are mods require it (duh), Adds 2 instanced godot scenes for showing only on one side of bodypart/clothing. Will be useless when [url=https://github.com/Alexofp/BDCC/commit/7005248ac53f1217860a55628c409bc25e4e795b]this commit (7005248a)[/url] hits main build  [url=https://github.com/CanInBad/OrientPartPicker]source for developers[/url];2;False;b6b5527f9061f9064db6c4a9ff794284c532747a;https://raw.githubusercontent.com/Alexofp/BDCCMods/b6b5527f9061f9064db6c4a9ff794284c532747a/mods/PartOrientPickerR2.zip
Angular Converted;Conversion: CanInBad & Skin Maker: AverageAce;This mod add AverageAce's Angular skin mod that is registered via Module system making it loadable in mod form without extraction;2;False;a9072763942524ff7af4a818ef654e7a8709d48e;https://raw.githubusercontent.com/Alexofp/BDCCMods/a9072763942524ff7af4a818ef654e7a8709d48e/mods/AngularSkinConv.zip
MedicalDBOverwrite;CanInBad;A mod that overwrite the vanilla nursery database with paged view for your children, there is another separated unrelated to another view. This will likely break in the future if the nursery database is reworked  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/MedicalDBOverwritePreview.png]Click for preview[/url];1;False;bb4074a1e795486d2ead3752374b36be52c7d16c;https://raw.githubusercontent.com/Alexofp/BDCCMods/bb4074a1e795486d2ead3752374b36be52c7d16c/mods/MedicalDBOverwrite.zip
Hyperable Canine Pussy;Raznaak;My canine pussy mod but with Hypertus compatibility If you find any bug of course notify me, and I'm listening to suggestions, numbers are whatever makes sense for me for now. [b]!!You do need the original canine pussy mod for this to work!![/b], do NOT use the -C version of the original in combination with this mod, only the regular original version (otherwise they may clash with one another). Again, do not use both files, only one of them. The -C version also makes canine NPCs spawn with it, the non-C version applies only to the PC.;1;False;a70341a6f8d7a72e334d3138eac355bdcaf52472;https://raw.githubusercontent.com/Alexofp/BDCCMods/a70341a6f8d7a72e334d3138eac355bdcaf52472/mods/HyperableCaninePussyVer1.0.zip
Hyperable Canine Pussy (C edition);Raznaak;(This is the -C version) My canine pussy mod but with Hypertus compatibility If you find any bug of course notify me, and I'm listening to suggestions, numbers are whatever makes sense for me for now. [b]!!You do need the original canine pussy mod for this to work!![/b], do NOT use the -C version of the original in combination with this mod, only the regular original version (otherwise they may clash with one another). Again, do not use both files, only one of them. The -C version also makes canine NPCs spawn with it, the non-C version applies only to the PC.;1;False;a70341a6f8d7a72e334d3138eac355bdcaf52472;https://raw.githubusercontent.com/Alexofp/BDCCMods/a70341a6f8d7a72e334d3138eac355bdcaf52472/mods/HyperableCaninePussyVer1.0-C.zip
Equine Pussy (E);Raznaak;This adds the Equine Pussy in the vagina parts available. There's no actual visible parts, but the descriptions are different, and it naturally handles bigger volumes and is easier to fit things in.  This version make equine NPC spawn with one;2;False;d4b5a682d1b8472a194b2727af9a1f5999a96587;https://raw.githubusercontent.com/Alexofp/BDCCMods/d4b5a682d1b8472a194b2727af9a1f5999a96587/mods/EquinePussyVer1.1-E.zip
Equine Pussy (E) - Hypertus Compatibility;Raznaak | Conversion: CanInBad;This mod is a addon for Hypertus mod and a POC for the new compatibility layers loading method, Add Hyperable Equine Pussy with a chance to spawn on equine natually.. If you do not want normal equine pussy in equine then do not use the E version of the normal mod.  !!!DO NOT INSTALL BOTH VERSIONS, PICK ONE!!!;1;False;d4b5a682d1b8472a194b2727af9a1f5999a96587;https://raw.githubusercontent.com/Alexofp/BDCCMods/d4b5a682d1b8472a194b2727af9a1f5999a96587/mods/EquinePussyE-HyperableCompatR1.zip
Equine Pussy - Hypertus Compatibility;Raznaak | Conversion: CanInBad;This mod is a addon for Hypertus mod and a POC for the new compatibility layers loading method, Add Hyperable Equine Pussy If you do not want normal equine pussy in equine then do not use the E version of the normal mod.  !!!DO NOT INSTALL BOTH VERSIONS, PICK ONE!!!;1;False;d4b5a682d1b8472a194b2727af9a1f5999a96587;https://raw.githubusercontent.com/Alexofp/BDCCMods/d4b5a682d1b8472a194b2727af9a1f5999a96587/mods/EquinePussy-HyperableCompatR1.zip
Canine Pussy (C edition);Raznaak;This adds the CaninePussy in the vagina parts available. There's no actual visible parts, but the descriptions are different, and it naturally handles smaller volumes, but it should be easier to stretch and stay stretched after some efforts, and is wetter (no effect on gameplay for now). Perhaps more stuff coming when I both get the motivation, the know-how and the inspiration. If you find any bug of course notify me, and I'm listening to suggestions, numbers are a ballpark for now.  The base edition just adds the Canine Pussy option to what's available for you, while the -C edition also makes the random canine NPCs spawn with the part a bit less than half the time. [b]USE ONLY ONE, NOT BOTH![/b] [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/caninepussy.png]Click for Preview[/url];1;False;28d7215e8a987254109790d7992302def91650be;https://raw.githubusercontent.com/Alexofp/BDCCMods/28d7215e8a987254109790d7992302def91650be/mods/CaninePussyVer1.0-C.zip
